क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
१०.३०३,चुरादि,धूपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,धूप्
१०.३०४,चुरादि,विछँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,विछ्
१०.३०५,चुरादि,चीवँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,चीव्
१०.३०६,चुरादि,पुथँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,पुथ्
१०.३०७,चुरादि,लोकृँ,भा॒षार्थाः॑,['ऋ'],परस्मैपदी,सेट्,लोक्
१०.३०८,चुरादि,लोचृँ,भा॒षार्थाः॑,['ऋ'],परस्मैपदी,सेट्,लोच्
१०.३०९,चुरादि,णडँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,णड्
१०.३१०,चुरादि,कुपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,कुप्
१०.३११,चुरादि,तर्कँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,तर्क्
१०.३१२,चुरादि,वृतुँ,भा॒षार्थाः॑,['उ'],परस्मैपदी,सेट्,वृत्
१०.३१३,चुरादि,वृधुँ,भा॒षार्थाः॑,['उ'],परस्मैपदी,सेट्,वृध्
१०.३१४,चुरादि,रुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,रुट्
१०.३१५,चुरादि,लजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लञ्ज्
१०.३१६,चुरादि,अजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,अञ्ज्
१०.३१७,चुरादि,दसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,दंस्
१०.३१८,चुरादि,भृशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,भृंश्
१०.३१९,चुरादि,रुशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,रुंश्
१०.३२०,चुरादि,शीकँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,शीक्
१०.३२१,चुरादि,रुसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,रुंस्
१०.३२२,चुरादि,नटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,नट्
१०.३२३,चुरादि,पुटिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,पुण्ट्
१०.३२४,चुरादि,जि,भा॒षार्थाः॑,[],परस्मैपदी,सेट्,जि
१०.३२५,चुरादि,चि,भा॒षार्थाः॑,[],परस्मैपदी,सेट्,चि
१०.३२६,चुरादि,रघिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,रङ्घ्
१०.३२७,चुरादि,लघिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लङ्घ्
१०.३२८,चुरादि,अहिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,अंह्
१०.३२९,चुरादि,रहिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,रंह्
१०.३३०,चुरादि,महिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,मंह्
१०.३३१,चुरादि,लडिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,सेट्,लण्ड्
१०.३३२,चुरादि,तडँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,तड्
१०.३३३,चुरादि,नलँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,सेट्,नल्
१०.३३४,चुरादि,पूरीँ,आ॒प्याय॑ने,['ई'],परस्मैपदी,सेट्,पूर्
१०.३३५,चुरादि,रुजँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,रुज्
१०.३३६,चुरादि,ष्वदँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,स्वद्
१०.३३७,चुरादि,स्वादँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,सेट्,स्वाद्
१०.३३८,चुरादि,युजँ,सं॒यम॑ने,['अ'],परस्मैपदी,सेट्,युज्
१०.३३९,चुरादि,पृचँ,सं॒यम॑ने,['अ'],परस्मैपदी,सेट्,पृच्
१०.३४०,चुरादि,अर्चँ,पू॒जाया॑म्,['अ'],परस्मैपदी,सेट्,अर्च्
१०.३४१,चुरादि,षहँ,मर्ष॑णे,['अ'],परस्मैपदी,सेट्,सह्
१०.३४२,चुरादि,ईरँ,क्षेपे॑,['अ'],परस्मैपदी,सेट्,ईर्
१०.३४३,चुरादि,ली,द्रवी॒कर॑णे,[],परस्मैपदी,सेट्,ली
१०.३४४,चुरादि,वृजीँ,वर्ज॑ने,['ई'],परस्मैपदी,सेट्,वृज्
१०.३४५,चुरादि,वृञ्,आ॒वर॑णे,['ञ्'],उभयपदी,सेट्,वृ
१०.३४६,चुरादि,जॄ,वयोहा॒नौ,[],परस्मैपदी,सेट्,जॄ
१०.३४७,चुरादि,ज्रि,वयोहा॒नौ,[],परस्मैपदी,सेट्,ज्रि
१०.३४८,चुरादि,रिचँ,वियोजनसम्पर्च॒नयोः॑,['अ'],परस्मैपदी,सेट्,रिच्
१०.३४९,चुरादि,शिषँ,असर्वोपयो॒गे,['अ'],परस्मैपदी,सेट्,शिष्
१०.३५०,चुरादि,तपँ,दाहे॒,['अ'],परस्मैपदी,सेट्,तप्
१०.३५१,चुरादि,तृपँ,तृप्तौ॑ स॒न्दीप॑ने॒,['अ'],परस्मैपदी,सेट्,तृप्
१०.३५२,चुरादि,छृदीँ,स॒न्दीप॑ने,['ई'],परस्मैपदी,सेट्,छृद्
१०.३५३,चुरादि,चृपँ,स॒न्दीप॑ने,['अ'],परस्मैपदी,सेट्,चृप्
१०.३५४,चुरादि,छृपँ,स॒न्दीप॑ने,['अ'],परस्मैपदी,सेट्,छृप्
१०.३५५,चुरादि,तृपँ,स॒न्दीप॑ने,['अ'],परस्मैपदी,सेट्,तृप्
१०.३५६,चुरादि,दृपँ,स॒न्दीप॑ने,['अ'],परस्मैपदी,सेट्,दृप्
१०.३५७,चुरादि,दृभीँ,भ॒ये ग्र॒न्थे,['ई'],परस्मैपदी,सेट्,दृभ्
१०.३५८,चुरादि,दृभँ,सन्द॒र्भे,['अ'],परस्मैपदी,सेट्,दृभ्
१०.३५९,चुरादि,छदँ,सं॒वर॑णे,['अ'],परस्मैपदी,सेट्,छद्
१०.३६०,चुरादि,श्रथँ,मोक्ष॑णे हिं॒साया॒म्,['अ'],परस्मैपदी,सेट्,श्रथ्
१०.३६१,चुरादि,मी,गतौ॑,[],परस्मैपदी,सेट्,मी
१०.३६२,चुरादि,ग्रन्थँ,बन्ध॑ने,['अ'],परस्मैपदी,सेट्,ग्रन्थ्
१०.३६३,चुरादि,शीकँ,आ॒मर्ष॑णे,['अ'],परस्मैपदी,सेट्,शीक्
१०.३६४,चुरादि,चीकँ,आ॒मर्ष॑णे,['अ'],परस्मैपदी,सेट्,चीक्
१०.३६५,चुरादि,अर्दँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,अर्द्
१०.३६६,चुरादि,हिसिँ,हिं॒साया॑म्,['इ'],परस्मैपदी,सेट्,हिंस्
१०.३६७,चुरादि,अर्हँ,पू॒जाया॑म्,['अ'],परस्मैपदी,सेट्,अर्ह्
१०.३६८,चुरादि,आ॒ङः,षदँ पद्य॒र्थे,[],परस्मैपदी,अनिट्,आङः
१०.३६९,चुरादि,शुन्धँ,शौचक॒र्मणि॑,['अ'],परस्मैपदी,सेट्,शुन्ध्
