क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
१.१०२४,भ्वादि,व्ययँ॑,गतौ॑,['अ'],उभयपदी,सेट्,व्यय्
१.१०२५,भ्वादि,दाश‍ृँ॑,दा॒ने,['ऋ'],उभयपदी,सेट्,दाश्‍
१.१०२६,भ्वादि,भेषृँ॑,भ॒ये । गता॒वित्येके॑,['ऋ'],उभयपदी,सेट्,भेष्
१.१०२७,भ्वादि,भ्रेषृँ॑,गतौ॑,['ऋ'],उभयपदी,सेट्,भ्रेष्
१.१०२८,भ्वादि,भ्लेषृँ॑,गतौ॑,['ऋ'],उभयपदी,सेट्,भ्लेष्
१.१०२९,भ्वादि,असँ॑,गतिदीप्त्यादा॒नेषु॑ ।,['अ'],उभयपदी,सेट्,अस्
१.१०३०,भ्वादि,अषँ॑,गतिदीप्त्यादा॒नेषु॑,['अ'],उभयपदी,सेट्,अष्
१.१०३१,भ्वादि,अयँ॑,गतौ॑,['अ'],उभयपदी,सेट्,अय्
१.१०३२,भ्वादि,स्पशँ॑,बाधनस्पर्श॒नयोः॑,['अ'],उभयपदी,सेट्,स्पश्
१.१०३३,भ्वादि,लषँ॑,कान्तौ॑,['अ'],उभयपदी,सेट्,लष्
१.१०३४,भ्वादि,चषँ॑,भक्ष॑णे,['अ'],उभयपदी,सेट्,चष्
१.१०३५,भ्वादि,छषँ॑,हिं॒साया॑म्,['अ'],उभयपदी,सेट्,छष्
१.१०३६,भ्वादि,झषँ॑,आदानसंवर॒णयोः॑,['अ'],उभयपदी,सेट्,झष्
१.१०३७,भ्वादि,भ्रक्षँ॑,अद॑ने,['अ'],उभयपदी,सेट्,भ्रक्ष्
१.१०३८,भ्वादि,भ्लक्षँ॑,अद॑ने,['अ'],उभयपदी,सेट्,भ्लक्ष्
१.१०३९,भ्वादि,भक्षँ॑,अद॑ने,['अ'],उभयपदी,सेट्,भक्ष्
१.१०४०,भ्वादि,प्लक्षँ॑,अद॑ने,['अ'],उभयपदी,सेट्,प्लक्ष्
१.१०४१,भ्वादि,दासृँ॑,दा॒ने,['ऋ'],उभयपदी,सेट्,दास्
१.१०४२,भ्वादि,माहृँ॑,माने॑,['ऋ'],उभयपदी,सेट्,माह्
१.१०४३,भ्वादि,गुहूँ॑,सं॒वर॑णे,['ऊ'],उभयपदी,वेट्,गुह्
१.१०४४,भ्वादि,श्रिञ्,से॒वाया॑म्,['ञ्'],उभयपदी,सेट्,श्रि
१.१०४५,भ्वादि,भृ॒ञ्,भर॑णे,['ञ्'],उभयपदी,अनिट्,भृ
१.१०४६,भ्वादि,हृ॒ञ्,हर॑णे,['ञ्'],उभयपदी,अनिट्,हृ
१.१०४७,भ्वादि,धृ॒ञ्,धार॑णे,['ञ्'],उभयपदी,अनिट्,धृ
१.१०४८,भ्वादि,कृ॒ञ्,कर॑णे,['ञ्'],उभयपदी,अनिट्,कृ
१.१०४९,भ्वादि,णी॒ञ्,प्राप॑णे,['ञ्'],उभयपदी,अनिट्,णी
१.१०५०,भ्वादि,धे॒ट्,पाने॑,['ट्'],परस्मैपदी,अनिट्,धे
१.१०५१,भ्वादि,ग्लै॒,हर्षक्ष॒ये,[],परस्मैपदी,अनिट्,ग्लै
१.१०५२,भ्वादि,म्लै॒,हर्षक्ष॒ये,[],परस्मैपदी,अनिट्,म्लै
१.१०५३,भ्वादि,द्यै॒,न्य॒क्कर॑णे,[],परस्मैपदी,अनिट्,द्यै
१.१०५४,भ्वादि,द्रै॒,स्वप्ने॑,[],परस्मैपदी,अनिट्,द्रै
१.१०५५,भ्वादि,ध्रै॒,तृप्तौ॑,[],परस्मैपदी,अनिट्,ध्रै
१.१०५६,भ्वादि,ध्यै॒,चि॒न्ताया॑म्,[],परस्मैपदी,अनिट्,ध्यै
१.१०५७,भ्वादि,रै॒,शब्दे॑,[],परस्मैपदी,अनिट्,रै
१.१०५८,भ्वादि,स्त्यै॒,शब्दसङ्घा॒तयोः॑,[],परस्मैपदी,अनिट्,स्त्यै
१.१०५९,भ्वादि,ष्ट्यै॒,शब्दसङ्घा॒तयोः॑,[],परस्मैपदी,अनिट्,स्त्यै
१.१०६०,भ्वादि,खै॒,खद॑ने,[],परस्मैपदी,अनिट्,खै
१.१०६१,भ्वादि,क्षै॒,क्ष॒ये,[],परस्मैपदी,अनिट्,क्षै
१.१०६२,भ्वादि,जै॒,क्ष॒ये,[],परस्मैपदी,अनिट्,जै
१.१०६३,भ्वादि,षै॒,क्ष॒ये,[],परस्मैपदी,अनिट्,सै
१.१०६४,भ्वादि,कै॒,शब्दे॑,[],परस्मैपदी,अनिट्,कै
१.१०६५,भ्वादि,गै॒,शब्दे॑,[],परस्मैपदी,अनिट्,गै
१.१०६६,भ्वादि,शै॒,पा॒के,[],परस्मैपदी,अनिट्,शै
१.१०६७,भ्वादि,श्रै॒,पा॒के,[],परस्मैपदी,अनिट्,श्रै
१.१०६८,भ्वादि,स्रै॒, पा॒के,[],परस्मैपदी,अनिट्,स्रै
१.१०६९,भ्वादि,पै॒,शोष॑णे,[],परस्मैपदी,अनिट्,पै
१.१०७०,भ्वादि,ओँवै,शोष॑णे,[],परस्मैपदी,सेट्,ओवै
१.१०७१,भ्वादि,ष्टै॒,वेष्ट॑ने,[],परस्मैपदी,अनिट्,स्तै
१.१०७२,भ्वादि,ष्णै॒,वेष्ट॑ने शो॒भायां॒ च,[],परस्मैपदी,अनिट्,स्नै
१.१०७३,भ्वादि,दै॒प्,शोध॑ने,['प्'],परस्मैपदी,अनिट्,दै
१.१०७४,भ्वादि,पा॒,पाने॑,[],परस्मैपदी,अनिट्,पा
१.१०७५,भ्वादि,घ्रा॒,गन्धोपादाने घ्रा॒णे,[],परस्मैपदी,अनिट्,घ्रा
१.१०७६,भ्वादि,ध्मा॒,शब्दाग्निसंयो॒गयोः॑,[],परस्मैपदी,अनिट्,ध्मा
१.१०७७,भ्वादि,ष्ठा॒,गतिनिवृ॒त्तौ,[],परस्मैपदी,अनिट्,स्था
१.१०७८,भ्वादि,म्ना॒,अभ्या॒से,[],परस्मैपदी,अनिट्,म्ना
१.१०७९,भ्वादि,दा॒ण्,दा॒ने,['ण्'],परस्मैपदी,अनिट्,दा
१.१०८०,भ्वादि,ह्वृ॒,कौटि॑ल्ये,[],परस्मैपदी,अनिट्,ह्वृ
१.१०८१,भ्वादि,स्वृ॒,शब्दोपता॒पयोः॑,[],परस्मैपदी,अनिट्,स्वृ
१.१०८२,भ्वादि,स्मृ॒,चि॒न्ताया॑म्,[],परस्मैपदी,अनिट्,स्मृ
१.१०८३,भ्वादि,द्वृ॒,सं॒वर॑णे (वर॑णे),[],परस्मैपदी,अनिट्,द्वृ
१.१०८४,भ्वादि,ह्वृ॒,इत्येके॑,[],परस्मैपदी,अनिट्,ह्वृ
१.१०८५,भ्वादि,सृ॒,गतौ॑,[],परस्मैपदी,अनिट्,सृ
१.१०८६,भ्वादि,ऋ॒,गतिप्राप॒णयोः॑,[],परस्मैपदी,अनिट्,ऋ
१.१०८७,भ्वादि,गृ॒,सेच॑ने,[],परस्मैपदी,अनिट्,गृ
१.१०८८,भ्वादि,घृ॒,सेच॑ने,[],परस्मैपदी,अनिट्,घृ
१.१०८९,भ्वादि,ध्वृ॒,हूर्छ॑ने,[],परस्मैपदी,अनिट्,ध्वृ
१.१०९०,भ्वादि,स्रु॒,गतौ॑,[],परस्मैपदी,अनिट्,स्रु
१.१०९१,भ्वादि,षु॒,प्रसवसैश्व॒र्ययोः॑,[],परस्मैपदी,अनिट्,सु
१.१०९२,भ्वादि,श्रु॒,श्रव॑णे,[],परस्मैपदी,अनिट्,श्रु
१.१०९३,भ्वादि,ध्रु॒,स्थैर्ये॑,[],परस्मैपदी,अनिट्,ध्रु
१.१०९४,भ्वादि,दु॒,गतौ॑,[],परस्मैपदी,अनिट्,दु
१.१०९५,भ्वादि,द्रु॒,गतौ॑,[],परस्मैपदी,अनिट्,द्रु
१.१०९६,भ्वादि,जि॒,अभिभ॒वे,[],परस्मैपदी,अनिट्,जि
१.१०९७,भ्वादि,ज्रि॒,अभिभ॒वे,[],परस्मैपदी,अनिट्,ज्रि
१.१०९८,भ्वादि,जु॒,गत्य॑र्थः,[],परस्मैपदी,अनिट्,जु
१.१०९९,भ्वादि,ष्मि॒ङ्,ईष॒द्धस॑ने,['ङ्'],आत्मनेपदी,अनिट्,स्मि
१.११००,भ्वादि,गु॒ङ्,अव्य॑क्ते॒ शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,गु
१.११०१,भ्वादि,गा॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,गा
१.११०२,भ्वादि,उ॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,उ
१.११०३,भ्वादि,कु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,कु
१.११०४,भ्वादि,खु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,खु
१.११०५,भ्वादि,गु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,गु
१.११०६,भ्वादि,घु॒ङ्,शब्दे॑,['ङ्'],आत्मनेपदी,अनिट्,घु
१.११०७,भ्वादि,ङुङ्,शब्दे॑,['ङ्'],आत्मनेपदी,सेट्,ङु
१.११०८,भ्वादि,च्यु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,च्यु
१.११०९,भ्वादि,ज्यु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,ज्यु
१.१११०,भ्वादि,जु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,जु
१.११११,भ्वादि,प्रु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,प्रु
१.१११२,भ्वादि,प्लु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,प्लु
१.१११३,भ्वादि,क्लु॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,क्लु
१.१११४,भ्वादि,रु॒ङ्,गतिरोष॒णयोः॑,['ङ्'],आत्मनेपदी,अनिट्,रु
१.१११५,भ्वादि,धृ॒ङ्,अव॒ध्वंस॑ने,['ङ्'],आत्मनेपदी,अनिट्,धृ
१.१११६,भ्वादि,मे॒ङ्,प्रणिदा॒ने,['ङ्'],आत्मनेपदी,अनिट्,मे
१.१११७,भ्वादि,दे॒ङ्,रक्ष॑णे,['ङ्'],आत्मनेपदी,अनिट्,दे
१.१११८,भ्वादि,श्यै॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,श्यै
१.१११९,भ्वादि,प्यै॒ङ्,वृद्धौ॑,['ङ्'],आत्मनेपदी,अनिट्,प्यै
१.११२०,भ्वादि,त्रै॒ङ्,पाल॑ने,['ङ्'],आत्मनेपदी,अनिट्,त्रै
१.११२१,भ्वादि,पूङ्,पव॑ने,['ङ्'],आत्मनेपदी,सेट्,पू
१.११२२,भ्वादि,मूङ्,बन्ध॑ने,['ङ्'],आत्मनेपदी,सेट्,मू
१.११२३,भ्वादि,डीङ्,विहा॑यसा॒ गतौ॑,['ङ्'],आत्मनेपदी,सेट्,डी
१.११२४,भ्वादि,तॄ,प्लवनतर॒णयोः॑,[],परस्मैपदी,सेट्,तॄ
१.११२५,भ्वादि,गुपँ॒,गोप॑ने,['अ'],आत्मनेपदी,सेट्,गुप्
१.११२६,भ्वादि,तिजँ॒,नि॒शाने॑,['अ'],आत्मनेपदी,सेट्,तिज्
१.११२७,भ्वादि,मानँ॒,पू॒जाया॑म्,['अ'],आत्मनेपदी,सेट्,मान्
१.११२८,भ्वादि,बधँ॒,बन्ध॑ने,['अ'],आत्मनेपदी,सेट्,बध्
१.११२९,भ्वादि,र॒भँ॒,राभ॑स्ये,['अ'],आत्मनेपदी,अनिट्,रभ्
१.११३०,भ्वादि,डुल॒भँ॒ष्,प्राप्तौ॑,"['ष्', 'डु', 'अ']",आत्मनेपदी,अनिट्,लभ्
१.११३१,भ्वादि,ष्व॒ञ्जँ॒,परिष्व॒ङ्गे,['अ'],आत्मनेपदी,अनिट्,स्वञ्ज्
१.११३२,भ्वादि,ह॒दँ॒,पुरीषोत्स॒र्गे,['अ'],आत्मनेपदी,अनिट्,हद्
१.११३३,भ्वादि,ञिक्ष्विदाँ,अव्य॑क्ते॒ शब्दे॑,"['ञि', 'आ']",परस्मैपदी,सेट्,क्ष्विद्
१.११३४,भ्वादि,स्क॒न्दिँर्,गतिशोष॒णयोः॑,['इर्'],परस्मैपदी,अनिट्,स्कन्द्
१.११३५,भ्वादि,य॒भँ,मैथु॑ने विपरीतमैथु॒ने च,['अ'],परस्मैपदी,अनिट्,यभ्
१.११३६,भ्वादि,ण॒मँ,प्रह्व॒त्वे शब्दे॑ च,['अ'],परस्मैपदी,अनिट्,णम्
१.११३७,भ्वादि,ग॒मॢँ,गतौ॑,['ऌ'],परस्मैपदी,अनिट्,गम्
१.११३८,भ्वादि,सृ॒पॢँ,गतौ॑,['ऌ'],परस्मैपदी,अनिट्,सृप्
१.११३९,भ्वादि,य॒मँ,उपर॒मे,['अ'],परस्मैपदी,अनिट्,यम्
१.११४०,भ्वादि,त॒पँ,सन्ता॒पे,['अ'],परस्मैपदी,अनिट्,तप्
१.११४१,भ्वादि,त्य॒जँ,हानौ॑,['अ'],परस्मैपदी,अनिट्,त्यज्
१.११४२,भ्वादि,ष॒ञ्जँ,सङ्गे॑,['अ'],परस्मैपदी,अनिट्,सञ्ज्
१.११४३,भ्वादि,दृ॒शिँर्,प्रेक्ष॑णे,['इर्'],परस्मैपदी,अनिट्,दृश्
१.११४४,भ्वादि,दं॒शँ,दश॑ने,['अ'],परस्मैपदी,अनिट्,दंश्
१.११४५,भ्वादि,कृ॒षँ,वि॒लेख॑ने,['अ'],परस्मैपदी,अनिट्,कृष्
१.११४६,भ्वादि,दहँ॒,भस्मी॒कर॑णे,['अ'],आत्मनेपदी,सेट्,दह्
१.११४७,भ्वादि,मिहँ॒,सेच॑ने,['अ'],आत्मनेपदी,सेट्,मिह्
१.११४८,भ्वादि,कितँ,निवा॒से रो॑गापनय॒ने च॑,['अ'],परस्मैपदी,सेट्,कित्
१.११४९,भ्वादि,दानँ॑,खण्ड॑ने अव॒खण्ड॑ने च,['अ'],उभयपदी,सेट्,दान्
१.११५०,भ्वादि,शानँ॑,तेज॑ने अव॒तेज॑ने च,['अ'],उभयपदी,सेट्,शान्
१.११५१,भ्वादि,डुप॒चँ॑ष्,पा॒के,"['ष्', 'डु', 'अ']",उभयपदी,अनिट्,पच्
१.११५२,भ्वादि,षचँ॑,समवा॒ये,['अ'],उभयपदी,सेट्,सच्
१.११५३,भ्वादि,भ॒जँ॑,से॒वाया॑म्,['अ'],उभयपदी,अनिट्,भज्
१.११५४,भ्वादि,र॒ञ्जँ॑,रा॒गे,['अ'],उभयपदी,अनिट्,रञ्ज्
१.११५५,भ्वादि,श॒पँ॑,आक्रो॒शे,['अ'],उभयपदी,अनिट्,शप्
१.११५६,भ्वादि,त्वि॒षँ॑,दीप्तौ॑,['अ'],उभयपदी,अनिट्,त्विष्
१.११५७,भ्वादि,य॒जँ॑,देवपूजासङ्गतिकरणदा॒नेषु॑,['अ'],उभयपदी,अनिट्,यज्
१.११५८,भ्वादि,डुव॒पँ॑,बीजसन्ता॒ने छेद॑ने च,"['डु', 'अ']",उभयपदी,अनिट्,वप्
१.११५९,भ्वादि,वहँ,प्राप॑णे,['अ'],परस्मैपदी,सेट्,वह्
१.११६०,भ्वादि,व॒सँ,निवा॒से ।,['अ'],परस्मैपदी,अनिट्,वस्
१.११६१,भ्वादि,वे॒ञ्,तन्तुसन्ता॒ने,['ञ्'],उभयपदी,अनिट्,वे
१.११६२,भ्वादि,व्ये॒ञ्,सं॒वर॑णे,['ञ्'],उभयपदी,अनिट्,व्ये
१.११६३,भ्वादि,ह्वे॒ञ्,स्प॒र्धायां॒ शब्दे॑ च,['ञ्'],उभयपदी,अनिट्,ह्वे
१.११६४,भ्वादि,वदँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,सेट्,वद्
१.११६५,भ्वादि,ट्वोँश्वि,गतिवृ॒द्ध्योः,['ओ'],परस्मैपदी,सेट्,ट्व्श्वि
२.१,अदादि,अ॒दँ,भक्ष॑णे,['अ'],परस्मैपदी,अनिट्,अद्
२.२,अदादि,ह॒नँ,हिंसाग॒त्योः ।,['अ'],परस्मैपदी,अनिट्,हन्
२.३,अदादि,द्वि॒षँ॑,अप्री॑तौ,['अ'],उभयपदी,अनिट्,द्विष्
२.४,अदादि,दुहँ॒,प्र॒पूर॑णे,['अ'],आत्मनेपदी,सेट्,दुह्
२.५,अदादि,दिहँ॒,उपच॒ये,['अ'],आत्मनेपदी,सेट्,दिह्
२.६,अदादि,लिहँ॒,आ॒स्वाद॑ने,['अ'],आत्मनेपदी,सेट्,लिह्
२.७,अदादि,च॒क्षिँ॒ङ्,व्य॑क्तायां वा॒चि,"['ङ्', 'इ']",आत्मनेपदी,अनिट्,चङ्क्ष्
२.८,अदादि,ईरँ॒,गतौ कम्प॑ने च,['अ'],आत्मनेपदी,सेट्,ईर्
२.९,अदादि,ईडँ॒,स्तुतौ॑,['अ'],आत्मनेपदी,सेट्,ईड्
२.१०,अदादि,ईशँ॒,ऐश्व॑र्ये,['अ'],आत्मनेपदी,सेट्,ईश्
२.११,अदादि,आसँ॒,उप॒वेश॑ने,['अ'],आत्मनेपदी,सेट्,आस्
२.१२,अदादि,आङः॒,शासुँ॒ इ॒च्छाया॑म्,[],परस्मैपदी,अनिट्,आङः
२.१३,अदादि,वसँ॒,आ॒च्छाद॑ने,['अ'],आत्मनेपदी,सेट्,वस्
२.१४,अदादि,कसिँ॒,गतिशास॒नयोः॑,['इ'],आत्मनेपदी,सेट्,कंस्
२.१५,अदादि,कसँ॒,गतिशास॒नयोः॑,['अ'],आत्मनेपदी,सेट्,कस्
२.१६,अदादि,कशँ॒,गतिशास॒नयोः॑,['अ'],आत्मनेपदी,सेट्,कश्
२.१७,अदादि,णिसिँ॒,चुम्ब॑ने,['इ'],आत्मनेपदी,सेट्,णिंस्
२.१८,अदादि,णिजिँ॒,शुद्धौ॑,['इ'],आत्मनेपदी,सेट्,णिञ्ज्
२.१९,अदादि,शिजिँ॒,अव्य॑क्ते॒ शब्दे॑,['इ'],आत्मनेपदी,सेट्,शिञ्ज्
२.२०,अदादि,पिजिँ॒,वर्णे॑  स॒म्पर्च॑न॒ अवय॒व अव्य॑क्ते॒ शब्दे॒ च,['इ'],आत्मनेपदी,सेट्,पिञ्ज्
२.२१,अदादि,पृजिँ॒,इत्येके॑,['इ'],आत्मनेपदी,सेट्,पृञ्ज्
२.२२,अदादि,वृजीँ॒,वर्ज॑ने,['ई'],आत्मनेपदी,सेट्,वृज्
२.२३,अदादि,वृजिँ॒,इत्येके॑,['इ'],आत्मनेपदी,सेट्,वृञ्ज्
२.२४,अदादि,पृचीँ॒,स॒म्पर्च॑ने सम्प॒र्के,['ई'],आत्मनेपदी,सेट्,पृच्
२.२५,अदादि,षूङ्,प्राणिगर्भविमोच॒ने,['ङ्'],आत्मनेपदी,सेट्,सू
२.२६,अदादि,शीङ्,स्वप्ने॑ ।,['ङ्'],आत्मनेपदी,सेट्,शी
२.२७,अदादि,यु,मिश्रे॒णेऽभि॑श्रणे च,[],परस्मैपदी,सेट्,यु
२.२८,अदादि,रु,शब्दे॑,[],परस्मैपदी,सेट्,रु
२.२९,अदादि,तु,गतिवृद्धिहिं॒सासु॑ वृद्ध्य॑र्थः,[],परस्मैपदी,सेट्,तु
२.३०,अदादि,णु,स्तुतौ॑,[],परस्मैपदी,सेट्,णु
२.३१,अदादि,टुक्षु,शब्दे॑,['टु'],परस्मैपदी,सेट्,क्षु
२.३२,अदादि,क्ष्णु,तेज॑ने,[],परस्मैपदी,सेट्,क्ष्णु
२.३३,अदादि,ष्णु,प्र॒स्रव॑णे,[],परस्मैपदी,सेट्,स्नु
२.३४,अदादि,ऊर्णुञ्,आ॒च्छाद॑ने,['ञ्'],उभयपदी,सेट्,ऊर्णु
२.३५,अदादि,द्यु॒,अभि॒गम॑ने,[],परस्मैपदी,अनिट्,द्यु
२.३६,अदादि,षु॒,प्रसवैश्व॒र्ययोः॑,[],परस्मैपदी,अनिट्,सु
२.३७,अदादि,कु॒,शब्दे॑,[],परस्मैपदी,अनिट्,कु
२.३८,अदादि,ष्टु॒ञ्,स्तुतौ॑,['ञ्'],उभयपदी,अनिट्,स्तु
२.३९,अदादि,ब्रूञ्,व्य॑क्तायां वा॒चि,['ञ्'],उभयपदी,सेट्,ब्रू
२.४०,अदादि,इ॒ण्,गतौ॑,['ण्'],परस्मैपदी,अनिट्,इ
२.४१,अदादि,इ॒ङ्,अ॒ध्यय॑ने,['ङ्'],आत्मनेपदी,अनिट्,इ
२.४२,अदादि,इ॒क्,स्मर॑णे,['क्'],परस्मैपदी,अनिट्,इ
२.४३,अदादि,वी॒,गतिप्रजनकान्त्यसनखाद॒नेषु॑,[],परस्मैपदी,अनिट्,वी
२.४४,अदादि,या॒,प्राप॑णे,[],परस्मैपदी,अनिट्,या
२.४५,अदादि,वा॒,गतिगन्ध॒नयोः॑,[],परस्मैपदी,अनिट्,वा
२.४६,अदादि,भा॒,दीप्तौ॑,[],परस्मैपदी,अनिट्,भा
२.४७,अदादि,ष्णा॒,शौ॒चे,[],परस्मैपदी,अनिट्,स्ना
२.४८,अदादि,श्रा॒,पा॒के,[],परस्मैपदी,अनिट्,श्रा
२.४९,अदादि,द्रा॒,कु॒त्सायां॒ गतौ॑,[],परस्मैपदी,अनिट्,द्रा
२.५०,अदादि,प्सा॒,भक्ष॑णे,[],परस्मैपदी,अनिट्,प्सा
२.५१,अदादि,पा॒,रक्ष॑णे,[],परस्मैपदी,अनिट्,पा
२.५२,अदादि,रा॒,दा॒ने,[],परस्मैपदी,अनिट्,रा
२.५३,अदादि,ला॒,आदा॒ने दा॒ने,[],परस्मैपदी,अनिट्,ला
२.५४,अदादि,दा॒प्,लव॑ने,['प्'],परस्मैपदी,अनिट्,दा
२.५५,अदादि,ख्या॒,प्र॒कथ॑ने,[],परस्मैपदी,अनिट्,ख्या
२.५६,अदादि,प्रा॒,पूर॑णे,[],परस्मैपदी,अनिट्,प्रा
२.५७,अदादि,मा॒,माने॑,[],परस्मैपदी,अनिट्,मा
२.५८,अदादि,व॒चँ,परि॒भाष॑णे,['अ'],परस्मैपदी,अनिट्,वच्
२.५९,अदादि,विदँ,ज्ञाने॑,['अ'],परस्मैपदी,सेट्,विद्
२.६०,अदादि,असँ,भु॒वि,['अ'],परस्मैपदी,सेट्,अस्
२.६१,अदादि,मृजूँ,शुद्धौ॑,['ऊ'],परस्मैपदी,वेट्,मृज्
२.६२,अदादि,रुदिँर्,अश्रुविमोच॒ने,['इर्'],परस्मैपदी,सेट्,रुद्
२.६३,अदादि,ञिष्व॒पँ,श॒ये,"['ञि', 'अ']",परस्मैपदी,अनिट्,स्वप्
२.६४,अदादि,श्वसँ,प्राण॑ने,['अ'],परस्मैपदी,सेट्,श्वस्
२.६५,अदादि,अनँ,च,['अ'],परस्मैपदी,सेट्,अन्
२.६६,अदादि,जक्षँ,भक्ष्यहस॒नयोः॑,['अ'],परस्मैपदी,सेट्,जक्ष्
२.६७,अदादि,जागृ,निद्राक्ष॒ये,[],परस्मैपदी,सेट्,जागृ
२.६८,अदादि,दरिद्रा,दु॒र्गतौ॑,[],परस्मैपदी,सेट्,दरिद्रा
२.६९,अदादि,चकासृँ,दीप्तौ॑,['ऋ'],परस्मैपदी,सेट्,चकास्
२.७०,अदादि,शासुँ,अनु॑शिष्टौ,['उ'],परस्मैपदी,सेट्,शास्
२.७१,अदादि,दीधीङ्,दीप्तिदेव॒नयोः॑,['ङ्'],आत्मनेपदी,सेट्,दीधी
२.७२,अदादि,वेवीङ्,वेति॑ना॒ तुल्ये॑,['ङ्'],आत्मनेपदी,सेट्,वेवी
२.७३,अदादि,षसँ,स्वप्ने॑,['अ'],परस्मैपदी,सेट्,सस्
२.७४,अदादि,षस्तिँ,स्वप्ने॑,['इ'],परस्मैपदी,सेट्,संस्त्
२.७५,अदादि,वशँ,कान्तौ॑,['अ'],परस्मैपदी,सेट्,वश्
२.७६,अदादि,ह्नु॒ङ्,अप॒नय॑ने,['ङ्'],आत्मनेपदी,अनिट्,ह्नु
३.१,जुहोत्यादि,हु॒,दानाद॒नयोः॑ आदा॒ने च,[],परस्मैपदी,अनिट्,हु
३.२,जुहोत्यादि,ञिभी॒,भ॒ये,['ञि'],परस्मैपदी,अनिट्,भी
३.३,जुहोत्यादि,ह्री॒,ल॒ज्जाया॑म्,[],परस्मैपदी,अनिट्,ह्री
३.४,जुहोत्यादि,पॄ॒,पालनपूर॒णयोः॑,[],परस्मैपदी,अनिट्,पॄ
३.५,जुहोत्यादि,पृ॒,पालनपूर॒णयोः॑,[],परस्मैपदी,अनिट्,पृ
३.६,जुहोत्यादि,डुभृ॒ञ्,धारणपोष॒णयोः॑,"['ञ्', 'डु']",उभयपदी,अनिट्,भृ
३.७,जुहोत्यादि,मा॒ङ्,माने॒ शब्दे॑ च,['ङ्'],आत्मनेपदी,अनिट्,मा
३.८,जुहोत्यादि,ओँहा॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,ओहा
३.९,जुहोत्यादि,ओँहा॒क्,त्या॒गे,['क्'],परस्मैपदी,अनिट्,ओहा
३.१०,जुहोत्यादि,डुदा॒ञ्,दा॒ने,"['ञ्', 'डु']",उभयपदी,अनिट्,दा
३.११,जुहोत्यादि,डुधा॒ञ्,धारणपोष॒णयोः॑ दा॒ने च,"['ञ्', 'डु']",उभयपदी,अनिट्,धा
३.१२,जुहोत्यादि,णि॒जिँ॑र्,शौचपोष॒णयोः॑,['इर्'],उभयपदी,अनिट्,णिज्
३.१३,जुहोत्यादि,वि॒जिँ॑र्,पृथग्भा॒वे,['इर्'],उभयपदी,अनिट्,विज्
३.१४,जुहोत्यादि,वि॒षॢँ॑,व्या॑प्तौ,['ऌ'],उभयपदी,अनिट्,विष्
३.१५,जुहोत्यादि,घृ॒,क्षरणदी॒प्त्योः,[],परस्मैपदी,अनिट्,घृ
३.१६,जुहोत्यादि,हृ॒,प्रसह्यकर॒णे,[],परस्मैपदी,अनिट्,हृ
३.१७,जुहोत्यादि,ऋ॒,गतौ॑,[],परस्मैपदी,अनिट्,ऋ
३.१८,जुहोत्यादि,सृ॒,गतौ॑,[],परस्मैपदी,अनिट्,सृ
३.१९,जुहोत्यादि,भसँ,भर्त्सनदी॒प्त्योः,['अ'],परस्मैपदी,सेट्,भस्
३.२०,जुहोत्यादि,कि॒,ज्ञाने॑,[],परस्मैपदी,अनिट्,कि
३.२१,जुहोत्यादि,कितँ,ज्ञाने॑,['अ'],परस्मैपदी,सेट्,कित्
३.२२,जुहोत्यादि,तुरँ,त्वर॑णे,['अ'],परस्मैपदी,सेट्,तुर्
३.२३,जुहोत्यादि,धिषँ,शब्दे॑,['अ'],परस्मैपदी,सेट्,धिष्
३.२४,जुहोत्यादि,धनँ,धान्ये॑,['अ'],परस्मैपदी,सेट्,धन्
३.२५,जुहोत्यादि,जनँ,जन॑ने,['अ'],परस्मैपदी,सेट्,जन्
३.२६,जुहोत्यादि,गा॒,स्तुतौ॑,[],परस्मैपदी,अनिट्,गा
४.१,दिवादि,दिवुँ,क्रीडाविजिगीषाव्यवहारद्युतिस्तुतिमोदमदस्वप्नकान्तिग॒तिषु॑,['उ'],परस्मैपदी,सेट्,दिव्
४.२,दिवादि,षिवुँ,तन्तुसन्ता॒ने,['उ'],परस्मैपदी,सेट्,सिव्
