क्रमाङ्क,पदाः
556,"['निर्मानमोहास्', 'जितसङ्गदोषास्', 'अध्यात्मनित्यास्', 'विनिवृत्तकामास्', '।', 'द्वन्द्वैस्', 'विमुक्तास्', 'सुखदुःखसंज्ञैस्', 'गच्छन्ति', 'अमूढास्', 'पदम्', 'अव्ययम्', 'तत्', '॥']"
557,"['न', 'तत्', 'भासयते', 'सूर्यस्', 'न', 'शशाङ्कस्', 'न', 'पावकस्', '।', 'यत्', 'गत्वा', 'न', 'निवर्तन्ते', 'तत्', 'धाम', 'परमम्', 'मम', '॥']"
558,"['मम', 'एव', 'अंशस्', 'जीवलोके', 'जीवभूतस्', 'सनातनस्', '।', 'मनःषष्ठानीन्द्रियाणि', 'प्रकृतिस्थानि', 'कर्षति', '॥']"
559,"['शरीरम्', 'यत्', 'अवाप्नोति', 'यत्', 'च', 'अपि', 'उत्क्रामति', 'ईश्वरस्', '।', 'गृहीत्वा', 'एतानि', 'संयाति', 'वायुस्', 'गन्धान्', 'इव', 'आशयात्', '॥']"
560,"['श्रोत्रम्', 'चक्षुस्', 'स्पर्शनम्', 'च', 'रसनम्', 'घ्राणम्', 'एव', 'च', '।', 'अधिष्ठाय', 'मनस्', 'च', 'अयम्', 'विषयान्', 'उपसेवते', '॥']"
561,"['उत्क्रामन्तम्', 'स्थितम्', 'वा', 'अपि', 'भुञ्जानम्', 'वा', 'गुणान्वितम्', '।', 'विमूढास्', 'न', 'अनुपश्यन्ति', 'पश्यन्ति', 'ज्ञानचक्षुषस्', '॥']"
562,"['यतन्तस्', 'योगिनस्', 'च', 'एनम्', 'पश्यन्ति', 'आत्मनि', 'अवस्थितम्', '।', 'यतन्तस्', 'अपि', 'अकृतात्मानस्', 'न', 'एनम्', 'पश्यन्ति', 'अचेतसस्', '॥']"
563,"['यत्', 'आदित्यगतम्', 'तेजस्', 'जगत्', 'भासयते', 'अखिलम्', '।', 'यत्', 'चन्द्रमसि', 'यत्', 'च', 'अग्नौ', 'तत्', 'तेजस्', 'विद्धि', 'मामकम्', '॥']"
564,"['गाम्', 'आविश्य', 'च', 'भूतानि', 'धारयामि', 'अहम्', 'ओजसा', '।', 'पुष्णामि', 'च', 'ओषधीस्', 'सर्वास्', 'सोमस्', 'भूत्वा', 'रसात्मकस्', '॥']"
565,"['अहम्', 'वैश्वानरस्', 'भूत्वा', 'प्राणिनाम्', 'देहम्', 'आश्रितस्', '।', 'प्राणापानसमायुक्तस्', 'पचामि', 'अन्नम्', 'चतुर्विधम्', '॥']"
566,"['सर्वस्य', 'च', 'अहम्', 'हृदि', 'सन्निविष्टस्', 'मत्तस्', 'स्मृतिस्', 'ज्ञानम्', 'अपोहनम्', 'च', '।', 'वेदैस्', 'च', 'सर्वैस्', 'अहम्', 'एव', 'वेद्यस्', 'वेदान्तकृत्', 'वेदवित्', 'एव', 'च', 'अहम्', '॥']"
567,"['द्वौ', 'इमौ', 'पुरुषौ', 'लोके', 'क्षरस्', 'च', 'अक्षरस्', 'एव', 'च', '।', 'क्षरस्', 'सर्वाणि', 'भूतानि', 'कूटस्थस्', 'अक्षरस्', 'उच्यते', '॥']"
568,"['उत्तमस्', 'पुरुषस्', 'तु', 'अन्यस्', 'परमात्मा', 'इति', 'उदाहृतस्', '।', 'यस्', 'लोकत्रयम्', 'आविश्य', 'बिभर्ति', 'अव्ययस्', 'ईश्वरस्', '॥']"
569,"['यस्मात्', 'क्षरम्', 'अतीतस्', 'अहम्', 'अक्षरात्', 'अपि', 'च', 'उत्तमस्', '।', 'अतस्', 'अस्मि', 'लोके', 'वेदे', 'च', 'प्रथितस्', 'पुरुषोत्तमस्', '॥']"
570,"['यस्', 'माम्', 'एवम्', 'असम्मूढस्', 'जानाति', 'पुरुषोत्तमम्', '।', 'सस्', 'सर्ववित्', 'भजति', 'माम्', 'सर्वभावेन', 'भारत', '॥']"
571,"['इति', 'गुह्यतमम्', 'शास्त्रम्', 'इदम्', 'उक्तम्', 'मया', 'अनघ', '।', 'एतत्', 'बुद्ध्वा', 'बुद्धिमान्', 'स्यात्', 'कृतकृत्यस्', 'च', 'भारत', '॥']"
572,"['अभयम्', 'सत्त्वसंशुद्धिस्', 'ज्ञानयोगव्यवस्थितिस्', '।', 'दानम्', 'दमस्', 'च', 'यज्ञस्', 'च', 'स्वाध्यायस्', 'तपस्', 'आर्जवम्', '॥']"
573,"['अहिंसा', 'सत्यम्', 'अक्रोधस्', 'त्यागस्', 'शान्तिस्', 'अपैशुनम्', '।', 'दया', 'भूतेषु', 'अलोलुप्त्वम्', 'मार्दवम्', 'ह्रीस्', 'अचापलम्', '॥']"
574,"['तेजस्', 'क्षमा', 'धृतिस्', 'शौचम्', 'अद्रोहस्', 'न', 'अतिमानिता', '।', 'भवन्ति', 'सम्पदम्', 'दैवीम्', 'अभिजातस्य', 'भारत', '॥']"
575,"['दम्भस्', 'दर्पस्', 'अभिमानस्', 'च', 'क्रोधस्', 'पारुष्यम्', 'एव', 'च', '।', 'अज्ञानम्', 'च', 'अभिजातस्य', 'पार्थ', 'सम्पदम्', 'आसुरीम्', '॥']"
576,"['दैवी', 'सम्पत्', 'विमोक्षाय', 'निबन्धाय', 'आसुरी', 'मता', '।', 'मा', 'शुचस्', 'सम्पदम्', 'दैवीम्', 'अभिजातस्', 'असि', 'पाण्डव', '॥']"
577,"['द्वौ', 'भूतसर्गौ', 'लोके', 'अस्मिन्', 'दैवस्', 'आसुरस्', 'एव', 'च', '।', 'दैवस्', 'विस्तरशस्', 'प्रोक्तस्', 'आसुरम्', 'पार्थ', 'मे', 'शृणु', '॥']"
578,"['प्रवृत्तिम्', 'च', 'निवृत्तिम्', 'च', 'जनास्', 'न', 'विदुस्', 'आसुरास्', '।', 'न', 'शौचम्', 'न', 'अपि', 'च', 'आचारस्', 'न', 'सत्यम्', 'तेषु', 'विद्यते', '॥']"
579,"['असत्यम्', 'अप्रतिष्ठम्', 'ते', 'जगत्', 'आहुस्', 'अनीश्वरम्', '।', 'अपरस्परसम्भूतम्', 'किम्', 'अन्यत्', 'कामहैतुकम्', '॥']"
580,"['एताम्', 'दृष्टिम्', 'अवष्टभ्य', 'नष्टात्मानस्', 'अल्पबुद्धयस्', '।', 'प्रभवन्ति', 'उग्रकर्माणस्', 'क्षयाय', 'जगतस्', 'अहितास्', '॥']"
581,"['कामम्', 'आश्रित्य', 'दुष्पूरम्', 'दम्भमानमदान्वितास्', '।', 'मोहात्', 'गृहीत्वा', 'असत्', 'ग्राहान्', 'प्रवर्तन्ते', 'अशुचिव्रतास्', '॥']"
582,"['चिन्ताम्', 'अपरिमेयाम्', 'च', 'प्रलयान्ताम्', 'उपाश्रितास्', '।', 'कामोपभोगपरमास्', 'एतावत्', 'इति', 'निश्चितास्', '॥']"
583,"['आशापाशशतैस्', 'बद्धास्', 'कामक्रोधपरायणास्', '।', 'ईहन्ते', 'कामभोगार्थम्', 'अन्यायेन', 'अर्थसञ्चयान्', '॥']"
584,"['इदम्', 'अद्य', 'मया', 'लब्धम्', 'इमम्', 'प्राप्स्ये', 'मनोरथम्', '।', 'इदम्', 'अस्ति', 'इदम्', 'अपि', 'मे', 'भविष्यति', 'पुनर्', 'धनम्', '॥']"
585,"['असौ', 'मया', 'हतस्', 'शत्रुस्', 'हनिष्ये', 'च', 'अपरान्', 'अपि', '।', 'ईश्वरस्', 'अहम्', 'अहम्', 'भोगी', 'सिद्धस्', 'अहम्', 'बलवान्', 'सुखी', '॥']"
586,"['आढ्यस्', 'अभिजनवान्', 'अस्मि', 'कस्', 'अन्यस्', 'अस्ति', 'सदृशस्', 'मया', '।', 'यक्ष्ये', 'दास्यामि', 'मोदिष्ये', 'इति', 'अज्ञानविमोहितास्', '॥']"
587,"['अनेकचित्तविभ्रान्तास्', 'मोहजालसमावृतास्', '।', 'प्रसक्तास्', 'कामभोगेषु', 'पतन्ति', 'नरके', 'अशुचौ', '॥']"
588,"['आत्मसम्भावितास्', 'स्तब्धास्', 'धनमानमदान्वितास्', '।', 'यजन्ते', 'नामयज्ञैस्', 'ते', 'दम्भेन', 'अविधिपूर्वकम्', '॥']"
589,"['अहङ्कारम्', 'बलम्', 'दर्पम्', 'कामम्', 'क्रोधम्', 'च', 'संश्रितास्', '।', 'माम्', 'आत्मपरदेहेषु', 'प्रद्विषन्तस्', 'अभ्यसूयकास्', '॥']"
590,"['तान्', 'अहम्', 'द्विषतस्', 'क्रूरान्', 'संसारेषु', 'नराधमान्', '।', 'क्षिपामि', 'अजस्रम्', 'अशुभान्', 'आसुरीषु', 'एव', 'योनिषु', '॥']"
591,"['आसुरीम्', 'योनिम्', 'आपन्नास्', 'मूढास्', 'जन्मनि', 'जन्मनि', '।', 'माम्', 'अप्राप्य', 'एव', 'कौन्तेय', 'ततस्', 'यान्ति', 'अधमाम्', 'गतिम्', '॥']"
592,"['त्रिविधम्', 'नरकस्य', 'इदम्', 'द्वारम्', 'नाशनम्', 'आत्मनस्', '।', 'कामस्', 'क्रोधस्', 'तथा', 'लोभस्', 'तस्मात्', 'एतत्', 'त्रयम्', 'त्यजेत्', '॥']"
593,"['एतैस्', 'विमुक्तस्', 'कौन्तेय', 'तमोद्वारैस्', 'त्रिभिस्', 'नरस्', '।', 'आचरति', 'आत्मनस्', 'श्रेयस्', 'ततस्', 'याति', 'पराम्', 'गतिम्', '॥']"
594,"['यस्', 'शास्त्रविधिम्', 'उत्सृज्य', 'वर्तते', 'कामकारतस्', '।', 'न', 'सस्', 'सिद्धिम्', 'अवाप्नोति', 'न', 'सुखम्', 'न', 'पराम्', 'गतिम्', '॥']"
595,"['तस्मात्', 'शास्त्रम्', 'प्रमाणम्', 'ते', 'कार्याकार्यव्यवस्थितौ', '।', 'ज्ञात्वा', 'शास्त्रविधानोक्तम्', 'कर्म', 'कर्तुम्', 'इह', 'अर्हसि', '॥']"
596,"['ये', 'शास्त्रविधिम्', 'उत्सृज्य', 'यजन्ते', 'श्रद्धया', 'अन्वितास्', '।', 'तेषाम्', 'निष्ठा', 'तु', 'का', 'कृष्ण', 'सत्त्वम्', 'आहो', 'रजस्', 'तमस्', '॥']"
597,"['त्रिविधा', 'भवति', 'श्रद्धा', 'देहिनाम्', 'सा', 'स्वभावजा', '।', 'सात्त्विकी', 'राजसी', 'च', 'एव', 'तामसी', 'च', 'इति', 'ताम्', 'शृणु', '॥']"
598,"['सत्त्वानुरूपा', 'सर्वस्य', 'श्रद्धा', 'भवति', 'भारत', '।', 'श्रद्धामयस्', 'अयम्', 'पुरुषस्', 'यस्', 'यत्', 'श्रद्धस्', 'सस्', 'एव', 'सस्', '॥']"
599,"['यजन्ते', 'सात्त्विकास्', 'देवान्', 'यक्षरक्षांसि', 'राजसास्', '।', 'प्रेतान्', 'भूतगणान्', 'च', 'अन्ये', 'यजन्ते', 'तामसास्', 'जनास्', '॥']"
600,"['अशास्त्रविहितम्', 'घोरम्', 'तप्यन्ते', 'ये', 'तपस्', 'जनास्', '।', 'दम्भाहङ्कारसंयुक्तास्', 'कामरागबलान्वितास्', '॥']"
601,"['कर्षयन्तस्', 'शरीरस्थम्', 'भूतग्रामम्', 'अचेतसस्', '।', 'माम्', 'च', 'एव', 'अन्तःशरीरस्थम्', 'तान्', 'विद्धि', 'आसुरनिश्चयान्', '॥']"
602,"['आहारस्', 'तु', 'अपि', 'सर्वस्य', 'त्रिविधस्', 'भवति', 'प्रियस्', '।', 'यज्ञस्', 'तपस्', 'तथा', 'दानम्', 'तेषाम्', 'भेदम्', 'इमम्', 'शृणु', '॥']"
603,"['आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनास्', '।', 'रस्यास्', 'स्निग्धास्', 'स्थिरास्', 'हृद्यास्', 'आहारास्', 'सात्त्विकप्रियास्', '॥']"
604,"['कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनस्', '।', 'आहारास्', 'राजसस्य', 'इष्टास्', 'दुःखशोकामयप्रदास्', '॥']"
605,"['यातयामम्', 'गतरसम्', 'पूति', 'पर्युषितम्', 'च', 'यत्', '।', 'उच्छिष्टम्', 'अपि', 'च', 'अमेध्यम्', 'भोजनम्', 'तामसप्रियम्', '॥']"
606,"['अफलाकाङ्क्षिभिस्', 'यज्ञस्', 'विधिदृष्टस्', 'यस्', 'इज्यते', '।', 'यष्टव्यम्', 'एव', 'इति', 'मनस्', 'समाधाय', 'सस्', 'सात्त्विकस्', '॥']"
607,"['अभिसन्धाय', 'तु', 'फलम्', 'दम्भार्थम्', 'अपि', 'च', 'एव', 'यत्', '।', 'इज्यते', 'भरतश्रेष्ठ', 'तम्', 'यज्ञम्', 'विद्धि', 'राजसम्', '॥']"
608,"['विधिहीनम्', 'असृष्टान्नम्', 'मन्त्रहीनम्', 'अदक्षिणम्', '।', 'श्रद्धाविरहितम्', 'यज्ञम्', 'तामसम्', 'परिचक्षते', '॥']"
609,"['देवद्विजगुरुप्राज्ञपूजनम्', 'शौचम्', 'आर्जवम्', '।', 'ब्रह्मचर्यम्', 'अहिंसा', 'च', 'शारीरम्', 'तपस्', 'उच्यते', '॥']"
610,"['अनुद्वेगकरम्', 'वाक्यम्', 'सत्यम्', 'प्रियहितम्', 'च', 'यत्', '।', 'स्वाध्यायाभ्यसनम्', 'च', 'एव', 'वाङ्मयम्', 'तपस्', 'उच्यते', '॥']"
611,"['मनस्', 'प्रसादस्', 'सौम्यत्वम्', 'मौनम्', 'आत्मविनिग्रहस्', '।', 'भावसंशुद्धिस्', 'इति', 'एतत्', 'तपस्', 'मानसम्', 'उच्यते', '॥']"
612,"['श्रद्धया', 'परया', 'तप्तम्', 'तपस्', 'तत्', 'त्रिविधम्', 'नरैस्', '।', 'अफलाकाङ्क्षिभिस्', 'युक्तैस्', 'सात्त्विकम्', 'परिचक्षते', '॥']"
613,"['सत्कारमानपूजार्थम्', 'तपस्', 'दम्भेन', 'च', 'एव', 'यत्', '।', 'क्रियते', 'तत्', 'इह', 'प्रोक्तम्', 'राजसम्', 'चलम्', 'अध्रुवम्', '॥']"
614,"['मूढग्राहेण', 'आत्मनस्', 'यत्', 'पीडया', 'क्रियते', 'तपस्', '।', 'परस्य', 'उत्सादनार्थम्', 'वा', 'तत्', 'तामसम्', 'उदाहृतम्', '॥']"
615,"['दातव्यम्', 'इति', 'यत्', 'दानम्', 'दीयते', 'अनुपकारिणे', '।', 'देशे', 'काले', 'च', 'पात्रे', 'च', 'तत्', 'दानम्', 'सात्त्विकम्', 'स्मृतम्', '॥']"
616,"['यत्', 'तु', 'प्रत्युपकारार्थम्', 'फलम्', 'उद्दिश्य', 'वा', 'पुनर्', '।', 'दीयते', 'च', 'परिक्लिष्टम्', 'तत्', 'दानम्', 'राजसम्', 'स्मृतम्', '॥']"
617,"['अदेशकाले', 'यत्', 'दानम्', 'अपात्रेभ्यस्', 'च', 'दीयते', '।', 'असत्कृतम्', 'अवज्ञातम्', 'तत्', 'तामसम्', 'उदाहृतम्', '॥']"
618,"['ओम्', 'तत्', 'सत्', 'इति', 'निर्देशस्', 'ब्रह्मणस्', 'त्रिविधस्', 'स्मृतस्', '।', 'ब्राह्मणास्', 'तेन', 'वेदास्', 'च', 'यज्ञास्', 'च', 'विहितास्', 'पुरा', '॥']"
619,"['तस्मात्', 'ओम्', 'इति', 'उदाहृत्य', 'यज्ञदानतपःक्रियास्', '।', 'प्रवर्तन्ते', 'विधानोक्तास्', 'सततम्', 'ब्रह्मवादिनाम्', '॥']"
620,"['तत्', 'इति', 'अनभिसन्धाय', 'फलम्', 'यज्ञतपःक्रियास्', '।', 'दानक्रियास्', 'च', 'विविधास्', 'क्रियन्ते', 'मोक्षकाङ्क्षिभिस्', '॥']"
621,"['सद्भावे', 'साधुभावे', 'च', 'सत्', 'इति', 'एतत्', 'प्रयुज्यते', '।', 'प्रशस्ते', 'कर्मणि', 'तथा', 'सत्', 'शब्दस्', 'पार्थ', 'युज्यते', '॥']"
622,"['यज्ञे', 'तपसि', 'दाने', 'च', 'स्थितिस्', 'सत्', 'इति', 'च', 'उच्यते', '।', 'कर्म', 'च', 'एव', 'तदर्थीयम्', 'सत्', 'इति', 'एव', 'अभिधीयते', '॥']"
623,"['अश्रद्धया', 'हुतम्', 'दत्तम्', 'तपस्', 'तप्तम्', 'कृतम्', 'च', 'यत्', '।', 'असत्', 'इति', 'उच्यते', 'पार्थ', 'न', 'च', 'तत्', 'प्रेत्य', 'न', 'उ', 'इह', '॥']"
624,"['संन्यासस्य', 'महाबाहो', 'तत्त्वम्', 'इच्छामि', 'वेदितुम्', '।', 'त्यागस्य', 'च', 'हृषीकेश', 'पृथक्', 'केशिनिषूदन', '॥']"
625,"['काम्यानाम्', 'कर्मणाम्', 'न्यासम्', 'संन्यासम्', 'कवयस्', 'विदुस्', '।', 'सर्वकर्मफलत्यागम्', 'प्राहुस्', 'त्यागम्', 'विचक्षणास्', '॥']"
626,"['त्याज्यम्', 'दोषवत्', 'इति', 'एके', 'कर्म', 'प्राहुस्', 'मनीषिणस्', '।', 'यज्ञदानतपःकर्म', 'न', 'त्याज्यम्', 'इति', 'च', 'अपरे', '॥']"
627,"['निश्चयम्', 'शृणु', 'मे', 'तत्र', 'त्यागे', 'भरतसत्तम', '।', 'त्यागस्', 'हि', 'पुरुषव्याघ्र', 'त्रिविधस्', 'सम्प्रकीर्तितस्', '॥']"
628,"['यज्ञदानतपःकर्म', 'न', 'त्याज्यम्', 'कार्यम्', 'एव', 'तत्', '।', 'यज्ञस्', 'दानम्', 'तपस्', 'च', 'एव', 'पावनानि', 'मनीषिणाम्', '॥']"
629,"['एतानि', 'अपि', 'तु', 'कर्माणि', 'सङ्गम्', 'त्यक्त्वा', 'फलानि', 'च', '।', 'कर्तव्यानि', 'इति', 'मे', 'पार्थ', 'निश्चितम्', 'मतम्', 'उत्तमम्', '॥']"
630,"['नियतस्य', 'तु', 'संन्यासस्', 'कर्मणस्', 'न', 'उपपद्यते', '।', 'मोहात्', 'तस्य', 'परित्यागस्', 'तामसस्', 'परिकीर्तितस्', '॥']"
631,"['दुःखम्', 'इति', 'एव', 'यत्', 'कर्म', 'कायक्लेशभयात्', 'त्यजेत्', '।', 'सस्', 'कृत्वा', 'राजसम्', 'त्यागम्', 'न', 'एव', 'त्यागफलम्', 'लभेत्', '॥']"
632,"['कार्यम्', 'इति', 'एव', 'यत्', 'कर्म', 'नियतम्', 'क्रियते', 'अर्जुन', '।', 'सङ्गम्', 'त्यक्त्वा', 'फलम्', 'च', 'एव', 'सस्', 'त्यागस्', 'सात्त्विकस्', 'मतस्', '॥']"
633,"['न', 'द्वेष्टि', 'अकुशलम्', 'कर्म', 'कुशले', 'न', 'अनुषज्जते', '।', 'त्यागी', 'सत्त्वसमाविष्टस्', 'मेधावी', 'छिन्नसंशयस्', '॥']"
634,"['न', 'हि', 'देहभृता', 'शक्यम्', 'त्यक्तुम्', 'कर्माणि', 'अशेषतस्', '।', 'यस्', 'तु', 'कर्मफलत्यागी', 'सस्', 'त्यागी', 'इति', 'अभिधीयते', '॥']"
635,"['अनिष्टम्', 'इष्टम्', 'मिश्रम्', 'च', 'त्रिविधम्', 'कर्मणस्', 'फलम्', '।', 'भवति', 'अत्यागिनाम्', 'प्रेत्य', 'न', 'तु', 'संन्यासिनाम्', 'क्वचित्', '॥']"
636,"['पञ्च', 'एतानि', 'महाबाहो', 'कारणानि', 'निबोध', 'मे', '।', 'साङ्ख्ये', 'कृतान्ते', 'प्रोक्तानि', 'सिद्धये', 'सर्वकर्मणाम्', '॥']"
637,"['अधिष्ठानम्', 'तथा', 'कर्ता', 'करणम्', 'च', 'पृथग्विधम्', '।', 'विविधास्', 'च', 'पृथक्', 'चेष्टास्', 'दैवम्', 'च', 'एव', 'अत्र', 'पञ्चमम्', '॥']"
638,"['शरीरवाङ्मनोभिस्', 'यत्', 'कर्म', 'प्रारभते', 'नरस्', '।', 'न्याय्यम्', 'वा', 'विपरीतम्', 'वा', 'पञ्च', 'एते', 'तस्य', 'हेतवस्', '॥']"
639,"['तत्र', 'एवम्', 'सति', 'कर्तारम्', 'आत्मानम्', 'केवलम्', 'तु', 'यस्', '।', 'पश्यति', 'अकृतबुद्धित्वात्', 'न', 'सस्', 'पश्यति', 'दुर्मतिस्', '॥']"
640,"['यस्य', 'न', 'अहङ्कृतस्', 'भावस्', 'बुद्धिस्', 'यस्य', 'न', 'लिप्यते', '।', 'हत्वा', 'अपि', 'सस्', 'इमान्', 'लोकान्', 'न', 'हन्ति', 'न', 'निबध्यते', '॥']"
641,"['ज्ञानम्', 'ज्ञेयम्', 'परिज्ञाता', 'त्रिविधा', 'कर्मचोदना', '।', 'करणम्', 'कर्म', 'कर्ता', 'इति', 'त्रिविधस्', 'कर्मसङ्ग्रहस्', '॥']"
642,"['ज्ञानम्', 'कर्म', 'च', 'कर्ता', 'च', 'त्रिधा', 'एव', 'गुणभेदतस्', '।', 'प्रोच्यते', 'गुणसङ्ख्याने', 'यथावत्', 'शृणु', 'तानि', 'अपि', '॥']"
643,"['सर्वभूतेषु', 'येन', 'एकम्', 'भावम्', 'अव्ययम्', 'ईक्षते', '।', 'अविभक्तम्', 'विभक्तेषु', 'तत्', 'ज्ञानम्', 'विद्धि', 'सात्त्विकम्', '॥']"
644,"['पृथक्त्वेन', 'तु', 'यत्', 'ज्ञानम्', 'नानाभावान्', 'पृथग्विधान्', '।', 'वेत्ति', 'सर्वेषु', 'भूतेषु', 'तत्', 'ज्ञानम्', 'विद्धि', 'राजसम्', '॥']"
645,"['यत्', 'तु', 'कृत्स्नवत्', 'एकस्मिन्', 'कार्ये', 'सक्तम्', 'अहैतुकम्', '।', 'अतत्त्वार्थवत्', 'अल्पम्', 'च', 'तत्', 'तामसम्', 'उदाहृतम्', '॥']"
646,"['नियतम्', 'सङ्गरहितम्', 'अरागद्वेषतस्', 'कृतम्', '।', 'अफलप्रेप्सुना', 'कर्म', 'यत्', 'तत्', 'सात्त्विकम्', 'उच्यते', '॥']"
647,"['यत्', 'तु', 'कामेप्सुना', 'कर्म', 'साहङ्कारेण', 'वा', 'पुनर्', '।', 'क्रियते', 'बहुल', 'आयासम्', 'तत्', 'राजसम्', 'उदाहृतम्', '॥']"
648,"['अनुबन्धम्', 'क्षयम्', 'हिंसाम्', 'अनपेक्ष्य', 'च', 'पौरुषम्', '।', 'मोहात्', 'आरभ्यते', 'कर्म', 'यत्', 'तत्', 'तामसम्', 'उच्यते', '॥']"
649,"['मुक्तसङ्गस्', 'अनहंवादी', 'धृत्युत्साहसमन्वितस्', '।', 'सिद्ध्यसिद्ध्योस्', 'निर्विकारस्', 'कर्ता', 'सात्त्विकस्', 'उच्यते', '॥']"
650,"['रागी', 'कर्मफलप्रेप्सुस्', 'लुब्धस्', 'हिंसात्मकस्', 'अशुचिस्', '।', 'हर्षशोकान्वितस्', 'कर्ता', 'राजसस्', 'परिकीर्तितस्', '॥']"
651,"['अयुक्तस्', 'प्राकृतस्', 'स्तब्धस्', 'शठस्', 'नैष्कृतिकस्', 'अलसस्', '।', 'विषादी', 'दीर्घसूत्री', 'च', 'कर्ता', 'तामसस्', 'उच्यते', '॥']"
652,"['बुद्धेस्', 'भेदम्', 'धृतेस्', 'च', 'एव', 'गुणतस्', 'त्रिविधम्', 'शृणु', '।', 'प्रोच्यमानम्', 'अशेषेण', 'पृथक्त्वेन', 'धनञ्जय', '॥']"
653,"['प्रवृत्तिम्', 'च', 'निवृत्तिम्', 'च', 'कार्याकार्ये', 'भयाभये', '।', 'बन्धम्', 'मोक्षम्', 'च', 'या', 'वेत्ति', 'बुद्धिस्', 'सा', 'पार्थ', 'सात्त्विकी', '॥']"
654,"['यया', 'धर्मम्', 'अधर्मम्', 'च', 'कार्यम्', 'च', 'अकार्यम्', 'एव', 'च', '।', 'अयथावत्', 'प्रजानाति', 'बुद्धिस्', 'सा', 'पार्थ', 'राजसी', '॥']"
655,"['अधर्मम्', 'धर्मम्', 'इति', 'या', 'मन्यते', 'तमसा', 'आवृता', '।', 'सर्वार्थान्', 'विपरीतान्', 'च', 'बुद्धिस्', 'सा', 'पार्थ', 'तामसी', '॥']"
656,"['धृत्या', 'यया', 'धारयते', 'मनःप्राणेन्द्रियक्रियास्', '।', 'योगेन', 'अव्यभिचारिण्या', 'धृतिस्', 'सा', 'पार्थ', 'सात्त्विकी', '॥']"
657,"['यया', 'तु', 'धर्मकामार्थान्', 'धृत्या', 'धारयते', 'अर्जुन', '।', 'प्रसङ्गेन', 'फलाकाङ्क्षी', 'धृतिस्', 'सा', 'पार्थ', 'राजसी', '॥']"
658,"['यया', 'स्वप्नम्', 'भयम्', 'शोकम्', 'विषादम्', 'मदम्', 'एव', 'च', '।', 'न', 'विमुञ्चति', 'दुर्मेधा', 'धृतिस्', 'सा', 'पार्थ', 'तामसी', '॥']"
659,"['सुखम्', 'तु', 'इदानीम्', 'त्रिविधम्', 'शृणु', 'मे', 'भरतर्षभ', '।', 'अभ्यासात्', 'रमते', 'यत्र', 'दुःखान्तम्', 'च', 'निगच्छति', '॥']"
660,"['यत्', 'तत्', 'अग्रे', 'विषम्', 'इव', 'परिणामे', 'अमृतोपमम्', '।', 'तत्', 'सुखम्', 'सात्त्विकम्', 'प्रोक्तम्', 'आत्मबुद्धिप्रसादजम्', '॥']"
661,"['विषयेन्द्रियसंयोगात्', 'यत्', 'तत्', 'अग्रे', 'अमृतोपमम्', '।', 'परिणामे', 'विषम्', 'इव', 'तत्', 'सुखम्', 'राजसम्', 'स्मृतम्', '॥']"
662,"['यत्', 'अग्रे', 'च', 'अनुबन्धे', 'च', 'सुखम्', 'मोहनम्', 'आत्मनस्', '।', 'निद्रालस्यप्रमादोत्थम्', 'तत्', 'तामसम्', 'उदाहृतम्', '॥']"
663,"['न', 'तत्', 'अस्ति', 'पृथिव्याम्', 'वा', 'दिवि', 'देवेषु', 'वा', 'पुनर्', '।', 'सत्त्वम्', 'प्रकृतिजैस्', 'मुक्तम्', 'यत्', 'एभिस्', 'स्यात्', 'त्रिभिस्', 'गुणैस्', '॥']"
664,"['ब्राह्मणक्षत्रियविशाम्', 'शूद्राणाम्', 'च', 'परन्तप', '।', 'कर्माणि', 'प्रविभक्तानि', 'स्वभावप्रभवैस्', 'गुणैस्', '॥']"
665,"['शमस्', 'दमस्', 'तपस्', 'शौचम्', 'क्षान्तिस्', 'आर्जवम्', 'एव', 'च', '।', 'ज्ञानम्', 'विज्ञानम्', 'आस्तिक्यम्', 'ब्रह्मकर्म', 'स्वभावजम्', '॥']"
666,"['शौर्यम्', 'तेजस्', 'धृतिस्', 'दाक्ष्यम्', 'युद्धे', 'च', 'अपि', 'अपलायनम्', '।', 'दानम्', 'ईश्वरभावस्', 'च', 'क्षात्रम्', 'कर्म', 'स्वभावजम्', '॥']"
667,"['कृषिगौरक्ष्यवाणिज्यम्', 'वैश्यकर्म', 'स्वभावजम्', '।', 'परिचर्यात्मकम्', 'कर्म', 'शूद्रस्य', 'अपि', 'स्वभावजम्', '॥']"
668,"['स्वे', 'स्वे', 'कर्मणि', 'अभिरतस्', 'संसिद्धिम्', 'लभते', 'नरस्', '।', 'स्वकर्मनिरतस्', 'सिद्धिम्', 'यथा', 'विन्दति', 'तत्', 'शृणु', '॥']"
669,"['यतस्', 'प्रवृत्तिस्', 'भूतानाम्', 'येन', 'सर्वम्', 'इदम्', 'ततम्', '।', 'स्वकर्मणा', 'तम्', 'अभ्यर्च्य', 'सिद्धिम्', 'विन्दति', 'मानवस्', '॥']"
670,"['श्रेयान्', 'स्वधर्मस्', 'विगुणस्', 'परधर्मात्', 'स्वनुष्ठितात्', '।', 'स्वभावनियतम्', 'कर्म', 'कुर्वन्', 'न', 'आप्नोति', 'किल्बिषम्', '॥']"
