क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
१०.२५०,चुरादि,अर्जँ,प्रतिय॒त्ने स॒म्पाद॑ने च,['अ'],परस्मैपदी,अर्ज्,सेट्
१०.२५१,चुरादि,घुषिँर्,वि॒शब्द॑ने,"['इ', 'इर्']",परस्मैपदी,घुंष्,सेट्
१०.२५२,चुरादि,आङः॑,क्रन्दँ सात॑त्ये,[],परस्मैपदी,आङः॑,सेट्
१०.२५३,चुरादि,लसँ,शिल्पयो॒गे,['अ'],परस्मैपदी,लस्,सेट्
१०.२५४,चुरादि,तसिँ,अलङ्का॒रे,['इ'],परस्मैपदी,तंस्,सेट्
१०.२५५,चुरादि,भूषँ,अलङ्का॒रे,['अ'],परस्मैपदी,भूष्,सेट्
१०.२५६,चुरादि,मोक्षँ,आस॑ने अस॑ने,['अ'],परस्मैपदी,मोक्ष्,सेट्
१०.२५७,चुरादि,अर्हँ,पू॒जाया॑म्,['अ'],परस्मैपदी,अर्ह्,सेट्
१०.२५८,चुरादि,ज्ञा,नियो॒गे,[],परस्मैपदी,ज्ञा,सेट्
१०.२५९,चुरादि,भजँ,वि॒श्राण॑ने,['अ'],परस्मैपदी,भज्,सेट्
१०.२६०,चुरादि,श‍ृधुँ,प्र॒सह॑ने,['उ'],परस्मैपदी,श्‍ृध्,सेट्
१०.२६१,चुरादि,यतँ,निकारोपस्का॒रयोः॑,['अ'],परस्मैपदी,यत्,सेट्
१०.२६२,चुरादि,रकँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,रक्,सेट्
१०.२६३,चुरादि,लगँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,लग्,सेट्
१०.२६४,चुरादि,रघँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,रघ्,सेट्
१०.२६५,चुरादि,रगँ,आ॒स्वाद॑ने,['अ'],परस्मैपदी,रग्,सेट्
१०.२६६,चुरादि,अञ्चुँ,वि॒शेष॑णे,['उ'],परस्मैपदी,अञ्च्,सेट्
१०.२६७,चुरादि,लिगिँ,चित्री॒कर॑णे,['इ'],परस्मैपदी,लिङ्ग्,सेट्
१०.२६८,चुरादि,मुदँ,संस॒र्गे,['अ'],परस्मैपदी,मुद्,सेट्
१०.२६९,चुरादि,त्रसँ,धार॑णे ग्रह॑णे॒,['अ'],परस्मैपदी,त्रस्,सेट्
१०.२७०,चुरादि,उँध्रसँ,उ॒ञ्छे,['अ'],परस्मैपदी,उध्रस्,सेट्
१०.२७१,चुरादि,उघ्रसँ,उ॒ञ्छे,['अ'],परस्मैपदी,उघ्रस्,सेट्
१०.२७२,चुरादि,मुचँ,प्र॒मोच॑ने॒ मोद॑ने च प्रमोचनमोद॒नयोः॑,['अ'],परस्मैपदी,मुच्,सेट्
१०.२७३,चुरादि,वसँ,स्नेहच्छेदापहर॒णेषु॑,['अ'],परस्मैपदी,वस्,सेट्
१०.२७४,चुरादि,चरँ,संश॒ये,['अ'],परस्मैपदी,चर्,सेट्
१०.२७५,चुरादि,च्यु,हस॑ने॒ सह॑ने॒,[],परस्मैपदी,च्यु,सेट्
१०.२७६,चुरादि,व्युसँ,हस॑ने॒ सह॑ने॒,['अ'],परस्मैपदी,व्युस्,सेट्
१०.२७७,चुरादि,भू॒,अव॒कल्क॑ने,[],परस्मैपदी,भू,अनिट्
१०.२७८,चुरादि,कृ॒पँ,अव॒कल्क॑ने,['अ'],आत्मनेपदी,कृप्,अनिट्
१०.२७९,चुरादि,ग्रसँ,ग्रह॑णे,['अ'],परस्मैपदी,ग्रस्,सेट्
१०.२८०,चुरादि,पुषँ,धार॑णे,['अ'],परस्मैपदी,पुष्,सेट्
१०.२८१,चुरादि,दलँ,वि॒दार॑णे,['अ'],परस्मैपदी,दल्,सेट्
१०.२८२,चुरादि,पटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,पट्,सेट्
१०.२८३,चुरादि,पुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,पुट्,सेट्
१०.२८४,चुरादि,लुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,लुट्,सेट्
१०.२८५,चुरादि,तुजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,तुञ्ज्,सेट्
१०.२८६,चुरादि,मिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,मिञ्ज्,सेट्
१०.२८७,चुरादि,पिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,पिञ्ज्,सेट्
१०.२८८,चुरादि,लिजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,लिञ्ज्,सेट्
१०.२८९,चुरादि,लुजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,लुञ्ज्,सेट्
१०.२९०,चुरादि,भजिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,भञ्ज्,सेट्
१०.२९१,चुरादि,लघिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,लङ्घ्,सेट्
१०.२९२,चुरादि,त्रसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,त्रंस्,सेट्
१०.२९३,चुरादि,पिसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,पिंस्,सेट्
१०.२९४,चुरादि,कुसिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,कुंस्,सेट्
१०.२९५,चुरादि,दशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,दंश्,सेट्
१०.२९६,चुरादि,कुशिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,कुंश्,सेट्
१०.२९७,चुरादि,घटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,घट्,सेट्
१०.२९८,चुरादि,घटिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,घण्ट्,सेट्
१०.२९९,चुरादि,बृहिँ,भा॒षार्थाः॑,['इ'],परस्मैपदी,बृंह्,सेट्
१०.३००,चुरादि,बर्हँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,बर्ह्,सेट्
१०.३०१,चुरादि,बल्हँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,बल्ह्,सेट्
१०.३०२,चुरादि,गुपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,गुप्,सेट्
१०.३०३,चुरादि,धूपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,धूप्,सेट्
१०.३०४,चुरादि,विछँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,विछ्,सेट्
१०.३०५,चुरादि,चीवँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,चीव्,सेट्
१०.३०६,चुरादि,पुथँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,पुथ्,सेट्
१०.३०७,चुरादि,लोकृँ,भा॒षार्थाः॑,['ऋ'],परस्मैपदी,लोक्,सेट्
१०.३०८,चुरादि,लोचृँ,भा॒षार्थाः॑,['ऋ'],परस्मैपदी,लोच्,सेट्
१०.३०९,चुरादि,णडँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,नड्,सेट्
१०.३१०,चुरादि,कुपँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,कुप्,सेट्
१०.३११,चुरादि,तर्कँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,तर्क्,सेट्
१०.३१२,चुरादि,वृतुँ,भा॒षार्थाः॑,['उ'],परस्मैपदी,वृत्,सेट्
१०.३१३,चुरादि,वृधुँ,भा॒षार्थाः॑,['उ'],परस्मैपदी,वृध्,सेट्
१०.३१४,चुरादि,रुटँ,भा॒षार्थाः॑,['अ'],परस्मैपदी,रुट्,सेट्
